SYPTCODE,SYPTSERL,SYPTSMTP,SYPTPRTM,SYPTCHCO,SYPTGNDT
C0027126,0,Disease or Syndrome,Myotonic Dystrophy,Myotonia Atrophica,20070305
C0027127,0,Disease or Syndrome,Myotonia Congenita,선천근강직증,20070305
C0027136,0,Therapeutic or Preventive Procedure,Myringoplasty,Tympanoplasty type 1,20070305
C0027136,1,Therapeutic or Preventive Procedure,Myringoplasty,drum graft,20070305
C0027145,0,Disease or Syndrome,Myxedema,Myxedema,20100326
C0027269,0,Disease or Syndrome,Nabothian follicles NOS,Nabothian Cyst,20070305
C0027303,0,"Nucleic Acid, Nucleoside, or Nucleotide",NADP,NADPH,20070305
C0027339,0,Disease or Syndrome,Nail Diseases,Nail Disease,20070305
C0027342,0,Body substance,Nail plate,Nail,20070305
C0027342,1,"Body Part, Organ, or Organ Component",Nail plate,nails,20070305
C0027342,2,"Body Part, Organ, or Organ Component",Nail plate,Nail structure (body structure),20070305
C0027343,0,Acquired Abnormality,"Nails, Ingrown",right toe ingrowing nail,20070305
C0027343,1,Acquired Abnormality,"Nails, Ingrown",Ingrowing Nail,20070305
C0027343,2,Acquired Abnormality,"Nails, Ingrown",Ingrowing nail NOS (disorder),20070305
C0027361,0,Population Group,Persons,Person,20070305
C0027361,1,Population Group,Persons,Person (person),20070305
C0027365,0,Intellectual Product,Names,명,20070305
C0027365,1,Intellectual Product,Names,name,20070305
C0027402,0,Mental or Behavioral Dysfunction,Narcissistic Personality Disorder,Narcissistic,20070305
C0027404,0,Disease or Syndrome,Narcolepsy,기면증,20070305
C0027412,0,Mental or Behavioral Dysfunction,Opioid-Related Disorders,"Opioid-Related Disorder, Not Otherwise Specified",20070305
C0027412,1,Mental or Behavioral Dysfunction,Opioid-Related Disorders,Opioid-Related Disorder,20070305
C0027423,0,Body Space or Junction,Nasal cavity,비강,20070305
C0027424,0,Sign or Symptom,Nasal congestion,nasal stuffiness,20070305
C0027424,1,Sign or Symptom,Nasal congestion,"Stuffiness, Nose",20070305
C0027424,2,Sign or Symptom,Nasal congestion,Nasal congestion (finding),20070305
C0027428,0,Tissue,Structure of mucous membrane of nose,nasal mucosa,20070305
C0027429,0,Disease or syndromes               ,Nasal Obstruction                         ,"obstruction, nasal                      ",20040507
C0027429,1,Disease or Syndrome,Nasal Obstruction,"nose, obsturction",20050610
C0027429,2,Finding,Nasal obstruction present finding,Nasal obstruction (finding),20070305
C0027429,3,Finding,Nasal obstruction present finding,"Obstruction, Nose",20070305
C0027429,4,Finding,Nasal obstruction present finding,"Nasal Obstruction, Bileteral",20070305
C0027429,5,Finding,Nasal obstruction present finding,both nasal obstruction,20070305
C0027429,6,Finding,Nasal obstruction present finding,Nasal obst.,20070305
C0027429,7,Finding,Nasal obstruction present finding,Nasal Obstruction,20070305
C0027429,8,Finding,Nasal obstruction present finding,chronic nasal obstruction,20070305
C0027429,9,Finding,Nasal obstruction present finding,N. obst-Nasal obstruction,20070305
C0027429,10,Finding,Nasal obstruction present finding,right nasal obstruction,20070305
C0027429,11,Finding,Nasal obstruction present finding,"Nasal Obstruction, Unilateral",20070305
C0027430,0,Anatomical Abnormality,Nasal Polyps,Nasal polyposis,20070305
C0027430,1,Anatomical Abnormality,Nasal Polyps,Nasal Polyp,20070305
C0027432,0,"Body part, Organ, or Organ Component",Nasal septum structure,Nasal septal,20070305
C0027432,1,"Body Part, Organ, or Organ Component",Nasal septum structure,Nasal septum structure (body structure),20070305
C0027432,2,"Body Part, Organ, or Organ Component",Nasal septum structure,nasal septum,20070305
C0027438,0,Disease or Syndrome,Nasopharyngeal Diseases,Nasopharyngeal Disease,20070305
C0027439,0,Neoplastic Process,Nasopharyngeal Neoplasms,Angiofibroma of Nasopharynx,20070305
C0027439,1,Neoplastic Process,Nasopharyngeal Neoplasms,Nasopharyngeal Neoplasm,20070305
C0027439,2,Neoplastic Process,Nasopharyngeal Neoplasms,Neoplasm of Nasopharynx,20070305
C0027443,0,"Body Part, Organ, or Organ Component",Natal Teeth,Natal tooth (disorder),20070305
C0027497,0,Sign or Symptom                    ,Nausea                                    ,nausea                                  ,20040507
C0027497,1,Sign or Symptom,Nausea,오심,20070305
C0027497,2,Sign or Symptom,Nausea,구역질,20070305
C0027497,3,Sign or Symptom,Nausea,With nausea,20070305
C0027497,4,Sign or Symptom,Nausea,구역질이 난다,20070305
C0027497,5,Sign or Symptom,Nausea,"nausea, mild",20070305
C0027497,6,Sign or Symptom,Nausea,Nausea NOS (finding),20070305
C0027497,7,Sign or Symptom,Nausea,N,20070305
C0027497,8,Sign or Symptom,Nausea,mild nausea,20070305
C0027497,9,Sign or Symptom,Nausea,토할 것같은 느낌,20070305
C0027497,10,Sign or Symptom,Nausea,울렁거림,20070305
C0027497,11,Sign or Symptom,Nausea,속이 미슥거리다,20070305
C0027497,12,Sign or Symptom,Nausea,속이 메스꺼워진다,20070305
C0027497,13,Sign or Symptom,Nausea,미식미식하다,20070305
C0027497,14,Sign or Symptom,Nausea,N - Nausea,20070305
C0027498,0,Sign or Symptom,Nausea and vomiting NOS,vomiting/nausea,20070305
C0027498,1,Sign or Symptom,Nausea and vomiting NOS,Nausea and vomiting (disorder),20070305
C0027498,2,Sign or Symptom,Nausea and vomiting NOS,"Nausea, vomiting",20070305
C0027498,3,Sign or Symptom,Nausea and vomiting NOS,nausea/vomiting,20070305
C0027498,4,Sign or Symptom,Nausea and vomiting NOS,N/V-Nausea/Vomiting,20070305
C0027524,0,Medical Device,Nebulizers,nebulizer,20070305
C0027530,0,Body Location or Region,Neck,경부,20070305
C0027530,1,Body Location or Region,Neck,Neck structure,20070305
C0027531,0,Injury or Poisioning,Neck Injuries,neck wound,20070305
C0027531,1,Injury or Poisoning,Neck Injuries,wound; neck,20070305
C0027531,2,Injury or Poisioning,Neck Injuries,Injury of neck (disorder),20070305
C0027531,3,Injury or Poisoning,Neck Injuries,Neck Injury,20070305
C0027531,4,Injury or Poisoning,Neck Injuries,"Injury, Neck",20070305
C0027533,0,Neoplastic Process,Neck Neoplasms,Neoplasm of Νeck,20070305
C0027535,0,Injury or Poisoning,Neck Sprain,Cervical Sprain,20070305
C0027535,1,Injury or Poisoning,Neck Sprain,Sprains and Strains of Cervical Spine,20070305
C0027540,0,Pathologic Function,Necrosis,necrotic,20070305
C0027540,1,Pathologic Function,Necrosis,tissue necrosis,20070305
C0027551,0,Medical Device,Needles,"Needle, device (physical object)",20070305
C0027551,1,Medical Device,Needles,needle,20070305
C0027562,0,Individual Behavior,Negativism,Negativism (finding),20070305
C0027583,0,Disease or Syndrome,Nematode infections,Nematode Infection,20070305
C0027627,0,Neoplastic Process,Neoplasm Metastasis,metastatic cancer,20070305
C0027627,1,Neoplastic Process,Neoplasm Metastasis,"Metastatic Tumor, Multiple",20070305
C0027627,2,Neoplastic Process,Neoplasm Metastasis,Secondary malignant neoplastic disease (disorder),20070305
C0027627,3,Neoplastic Process,Neoplasm Metastasis,Tumor metastasis,20070305
C0027627,4,Neoplastic Process,Neoplasm Metastasis,for metastatic tumor evaluation,20070305
C0027627,5,Neoplastic Process,Neoplasm Metastasis,meta.-metastasis,20070305
C0027627,6,Neoplastic Process,Neoplasm Metastasis,functional metastasis,20070305
C0027627,7,Neoplastic Process,Neoplasm Metastasis,metastasis,20070305
C0027627,8,Neoplastic Process,Neoplasm Metastasis,mets.-metastasis,20070305
C0027627,9,Neoplastic Process,Neoplasm Metastasis,for further evaluation of treatment of metastasis,20070305
C0027651,0,Neoplastic Process,Neoplasms,tumor,20070305
C0027651,1,Neoplastic Process,Neoplasms,Neoplasm,20070305
C0027651,2,Neoplastic Process,Neoplasms,Neoplasm (morphologic abnormality),20070305
C0027651,3,Neoplastic Process,Neoplasms,Neoplastic Disease,20070305
C0027656,0,Neoplastic Process,"Neoplasms, Connective Tissue",Connective Tissue Neoplasm,20070305
C0027667,0,Neoplastic Process,"Neoplasms, Unknown Primary",Metastasis Of Unknown Origin,20070305
C0027686,0,Pathologic Function,Pathologic Neovascularization,병적혈관신생,20070305
C0027686,1,Pathologic Function,Pathologic Neovascularization,Neovascularization (morphologic abnormality),20070305
C0027695,0,Therapeutic or Preventive Procedure,Nephrectomy,신장절제(술),20070305
C0027695,1,Therapeutic or Preventive Procedure,Nephrectomy,Kidney excision (procedure),20070305
C0027695,2,Therapeutic or Preventive Procedure,Nephrectomy,for nephrectomy right,20070305
C0027697,0,Disease or Syndrome,Nephritis,신장염,20070305
C0027697,1,Disease or Syndrome,Nephritis,Nephritis NOS (disorder),20070305
C0027706,0,Disease or Syndrome,Hereditary nephritis,유전신장염,20070305
C0027706,1,Disease or Syndrome,Hereditary nephritis,Alport's Syndrome,20070305
C0027706,2,Disease or Syndrome,Hereditary nephritis,Hereditary nephritis (disorder),20070305
C0027707,0,Disease or Syndrome,Interstitial Nephritis,간질신장염,20070305
C0027707,1,Disease or Syndrome,Interstitial Nephritis,"Nephritis, Interstitial",20070305
C0027707,2,Disease or Syndrome,Interstitial Nephritis,Tubulointerstitial Nephritis Associated Papillary Necrosis,20070305
C0027708,0,Neoplastic Process,Nephroblastoma,신장모세포종,20070305
C0027708,1,Neoplastic Process,Nephroblastoma,Wilms' Tumor,20070305
C0027708,2,Neoplastic Process,Nephroblastoma,Wilms' Tumor of Kidney,20070305
C0027708,3,Neoplastic Process,Nephroblastoma,Unfavorable Histology in Wilms Tumor,20070305
C0027708,4,Neoplastic Process,Nephroblastoma,Unfavorable Histology of Wilms' Tumor,20070305
C0027708,5,Neoplastic Process,Nephroblastoma,Anaplastic Wilms Neoplasm,20070305
C0027708,6,Neoplastic Process,Nephroblastoma,Nephroblastomatosis,20070305
C0027708,7,Neoplastic Process,Nephroblastoma,Unfavorable Histology,20070305
C0027709,0,Disease or Syndrome,Nephrocalcinosis,신장석회증,20070305
C0027717,0,Congenital Abnormality,Congenital Nephroptosis,Nephroptosis,20070305
C0027719,0,Anatomical Abnormality,Nephrosclerosis,신장경화증,20070305
C0027720,0,Disease or Syndrome,Nephrosis,신장증,20070305
C0027720,1,Disease or Syndrome,Nephrosis,신증,20070305
C0027721,0,Disease or Syndrome,Lipoid nephrosis,지질성신장증,20070305
C0027721,1,Disease or Syndrome,Lipoid nephrosis,Idiopathic Nephrotic Syndrome,20070305
C0027721,2,Disease or Syndrome,Lipoid nephrosis,MCNS - Minimal change nephrotic syndrome,20070305
C0027721,3,Disease or Syndrome,Lipoid nephrosis,Minimal change disease (disorder),20070305
C0027721,4,Disease or Syndrome,Lipoid nephrosis,Minimal Change Lesion,20070305
C0027721,5,Disease or Syndrome,Lipoid nephrosis,Minimal Change Lesion Of Kidney,20070305
C0027721,6,Disease or Syndrome,Lipoid nephrosis,"Nephrotic Syndrome, Minimal Change",20070305
C0027721,7,Disease or Syndrome,Lipoid nephrosis,"Nephrotic Syndrome,Minimal Change Lesion",20070305
C0027721,8,Disease or Syndrome,Lipoid nephrosis,"Unspecified Nephritic Syndrome,Minimal Change Lesion",20070305
C0027724,0,Therapeutic or Preventive Procedure,Percutaneous insertion of nephrostomy tube,PCN - Percutaneous nephrostomy,20070305
C0027724,1,therapeutic or Preventive Procedure,Percutaneous insertion of nephrostomy tube,for percutaneous nephrostomy tube insertion,20070305
C0027724,2,therapeutic or Preventive Procedure,Percutaneous insertion of nephrostomy tube,for PCN,20070305
C0027724,3,therapeutic or Preventive Procedure,Percutaneous insertion of nephrostomy tube,for PCN tube insertion-percutaneous nephrostomy tube insertion,20070305
C0027724,4,therapeutic or Preventive Procedure,Percutaneous insertion of nephrostomy tube,for PCN-percutaneous nephrostomy,20070305
C0027726,0,Disease or Syndrome,Nephrotic Syndrome,신증후군,20070305
C0027726,1,Disease or Syndrome,Nephrotic Syndrome,Acute Nephrotic Syndrome,20070305
C0027726,2,Disease or Syndrome,Nephrotic Syndrome,Nephrotic Feature,20070305
C0027763,0,Body System,Nervous system structure,Nervous system,20070305
C0027765,0,Disease or Syndrome,nervous system disorder,신경계통질환,20070305
C0027765,1,Disease or Syndrome,nervous system disorder,Disease of nervous system (disorder),20070305
C0027765,2,Disease or Syndrome,nervous system disorder,Nervous System Disease,20070305
C0027766,0,Neoplastic Process,Nervous System Neoplasms,Other Malignant Neural Tumor,20070305
C0027766,1,Neoplastic Process,Nervous System Neoplasms,Neural Tumor,20070305
C0027766,2,Neoplastic Process,Nervous System Neoplasms,"Mass, Nerve",20070305
C0027766,3,Neoplastic Process,Nervous System Neoplasms,Malignant Νeurogenic Tumor,20070305
C0027766,4,Neoplastic Process,Nervous System Neoplasms,Nervous System Neoplasm,20070305
C0027766,5,Neoplastic Process,Nervous System Neoplasms,Other Neural Tumor,20070305
C0027767,0,Organ or Tissue Function,Nervous System Physiology,Nervous system function (observable entity),20070305
C0027769,0,Finding,Nervousness,Nervous Tension,20070305
C0027769,1,Finding,Nervousness,Nervousness (finding),20070305
C0027769,2,Sign or Symptom,Nervousness,Nervous,20070305
C0027794,0,Congenital Abnormality,Neural Tube Defects,신경관결손(증),20070305
C0027794,1,Congenital Abnormality,Neural Tube Defects,Neural Tube Defect,20070305
C0027794,2,Congenital Abnormality,Neural Tube Defects,Fetal Neural Tube Defect,20070305
C0027796,0,Sign or Symptom,Neuralgia,"Pain, Neuralgia",20070305
C0027796,1,Sign or Symptom,Neuralgia,Dysthetic Pain Syndrome,20070305
C0027806,0,Congenital Abnormality,Neurenteric Cyst,신경창자물혹,20070305
C0027809,0,Injury or Poisoning,Neurilemmoma,Jugular Foramen Schwannoma,20070305
C0027809,1,Neoplastic Process,Neurilemmoma,Schwannoma,20070305
C0027809,2,Neoplastic Process,Neurilemmoma,Schwannoma of Neck,20070305
C0027809,3,Neoplastic Process,Neurilemmoma,Schwannomatosis,20070305
C0027819,0,Neoplastic Process,Neuroblastoma,"Neuroblastoma, Unspecified",20070305
C0027819,1,Neoplastic Process,Neuroblastoma,for evaluation of neuroblastoma,20070305
C0027821,0,Mental or Behavioral Dysfunction,Neurocirculatory Asthenia,Cardiac Neurosis,20070305
C0027830,0,Neoplastic Process,neurofibroma,Malignant Neurofibroma,20070305
C0027831,0,Neoplastic Process,Neurofibromatosis 1,Neurofibromatosis-1,20070305
C0027832,0,Neoplastic Process,Neurofibromatosis 2,Neurofibromatosis-2,20070305
C0027836,0,Cell,Neuroglia,Glial cell (cell),20070305
C0027853,0,Diagnostic Procedure,Neurologic Examination,for NR exam-neurologic exam,20070305
C0027853,1,Diagnostic Procedure,Neurologic Examination,N/Ex - neurologic Examination,20070305
C0027853,2,Diagnostic Procedure,Neurologic Examination,Neurologic Ex.,20070305
C0027853,3,Diagnostic Procedure,Neurologic Examination,Neurologic Assessment,20070305
C0027855,0,Biomedical Occupation or Discipline,Neurology speciality,Neurology,20070305
C0027855,1,Biomedical Occupation or Discipline,Neurology speciality,NR - Neurology,20070305
C0027859,0,Neoplastic Process,Acoustic Neuroma,속귀신경집종,20070305
C0027868,0,Disease or Syndrome,Neuromuscular Diseases,Muscle Involvement,20070305
C0027868,1,Disease or Syndrome,Neuromuscular Diseases,Neuromuscular Disease,20070305
C0027888,0,Disease or Syndrome,Hereditary Motor and Sensory Neuropathies,Hereditary Motor and Sensory Neuropathy,20070305
C0027888,1,Disease or Syndrome,Hereditary Motor and Sensory Neuropathies,Hereditary Sensory-Motor Neuropathy,20070305
C0027901,0,Biomedical Occupation or Discipline,Science of neurophysiology,NP-neurophysiology,20070305
C0027903,0,Biomedical Occupation or Discipline,Neuropsychology,NP - Neuropsychology,20070305
C0027909,0,Therapeutic or Preventive Procedure,Nerve sutured,Neurorrhaphy (procedure),20070305
C0027912,0,Body System,Neurosecretory Systems,neuroendocrine,20070305
C0027926,0,Biomedical Occupation or Discipline,Science of neurosurgery,신경외과학,20070305
C0027926,1,Biomedical Occupation or Discipline,Science of neurosurgery,NS-neurosurgery nonspecific,20070305
C0027926,2,Biomedical Occupation or Discipline,Science of neurosurgery,NS - Neurosurgery,20070305
C0027927,0,Disease or Syndrome,Neurosyphilis,for evaluation of neurosyphilis,20070305
C0027932,0,Mental or Behavioral Dysfunction,Neurotic Disorders,신경병,20070305
C0027932,1,Mental or Behavioral Dysfunction,Neurotic Disorders,신경성,20070305
C0027932,2,Mental or Behavioral Dysfunction,Neurotic Disorders,Neurosis,20070305
C0027932,3,Mental or Behavioral Dysfunction,Neurotic Disorders,신경예민,20070305
C0027932,4,Mental or Behavioral Dysfunction,Neurotic Disorders,요즘 신경쓰는 일이 많았다,20070305
C0027932,5,Mental or Behavioral Dysfunction,Neurotic Disorders,신경쓴다음,20070305
C0027932,6,Mental or Behavioral Dysfunction,Neurotic Disorders,r/o neurosis,20070305
C0027947,0,Disease or Syndrome,Neutropenia,호중구감소,20070305
C0027947,1,Disease or Syndrome,Neutropenia,for management of neutropenia,20070305
C0027947,2,Disease or Syndrome,Neutropenia,"Laboratory Abnormality, Neutropenia",20070305
C0027952,0,Finding,Never Married,"Marital status: single, never married (finding)",20070305
C0027960,0,Neoplastic Process,Nevus,facial nevus,20070305
C0027961,0,Neoplastic Process,Nevus of Ota,Naev fuscocaer ophthalmomaxill,20070305
